longitude,latitude
116.08333,40.41667
123.4469444,41.79416667
94.81667,40.13333
109.1,34.38333333
115.9166667,39.73333333
118.18333,30.16667
103.91667,33.08333
103.82222,32.75417
110.5,29.33333
117.93833,40.98694
116.975,35.61167
111,32.46667
91.11717,29.65792
115.8666667,29.43333333
103.76925,29.5449
100.23333,26.86667
112.15444,37.20139
120.45,31.31666667
116.1411111,39.91055556
116.4447222,39.84555556
117.68333,27.71667
105.705,29.70111
103.60528,31.00167
117.9875,29.90444444
112.4666667,34.46666667
124.7938889,41.70722222
113.12222,40.10972
98.40638889,27.895
113.5364611,22.19129194
102.7799806,23.09327778
112.5658611,22.28551944
117.6858333,25.02305556
114.3138889,36.12666667
126.1872222,41.15694444
103,30.83333333
110.3544444,24.92333333
113.5633333,39.03055556
118.0644444,28.91583333
113.0677194,34.45874722
120.1408333,30.2375
106.0425,28.42194444
102.9772222,24.66888889
116.1851278,42.358
80.35416667,41.96833333
112.4683333,34.69388889
109.9669444,28.99861111
107.0230556,22.25555556
110.2438889,31.46972222
-75.53333333,10.41666667
-77,7.666666667
-74.43333333,9.233333333
-76.03333333,2.583333333
-76.23333333,1.916666667
-75.68166667,5.471666667
-81.61666667,3.966666667
-87.06666667,5.533333333
-85.61666667,10.85
-83.4775,8.911388889
-7.66667,5.75
-4,9
3.736388889,5.195833333
18.09139,42.65056
16.44333,43.50944
15.61444,44.87778
13.59444,45.22917
16.25167,43.5125
15.89038,43.73629
16.63861111,43.18166667
-82.35,23.13333333
-79.98444444,21.80305556
-75,20.45
-83.71667,22.61667
-75.87083333,19.96666667
-77.63333,19.88333
-75.39138889,20.03
-80.45278,22.14722
-77.91861111,21.37861111
32.40556,34.75833
33.09583333,34.92027778
33.34333,34.79833
14.41944,50.08972
14.31666667,48.81666667
15.45,49.18333
15.94205833,49.5802
15.26666667,49.95
16.775,48.77583
17.25045833,49.59393611
17.37722222,49.3
14.25277778,48.95972222
16.31444,49.87361
16.61605556,49.20718333
15.87888889,49.21722222
125.415,38.86305556
126.5080556,37.98166667
29.16666667,0.916666667
29.25,4
28.75,-2.5
21,-2
28.5,2
12.07972222,55.64222222
12.62083333,56.03889
9.42,55.75638889
-49.5,69.13333333
12.42333333,55.26722222
9.481388889,55.35555556
12.35777778,55.91361111
-61.28333333,15.26666667
-69.91666667,18.48333333
-91,-0.81667
-78.5,-0.003888889
-78.33333,-1.83333
-78.98333333,-2.883333333
31.13041,29.97604
32.6,25.73333
31.62611,22.33639
31.26111,30.05
29.66666667,30.85
33.97543,28.55623
30.18333,29.33333
-89.36916667,13.8275
24.73333333,59.43333
38.06666667,13.18333333
40.57939,11.10006
38.6121,8.43491
38.71861,14.13019
35.96666667,4.8
39.04042,12.02935
37.46617,12.60692
42.13777778,9.308888889
37.4,5.3
178.8345333,-17.68337778
21.7775,61.12056
21.51167,61.12806
24.98722,60.14722
25.18333,62.25
26.64083,61.06194
-1.51056,48.63556
1.487222222,48.4475
2.119444444,48.805
3.748333333,47.46638889
1.17,45.0575
2.698055556,48.40194444
2.301666667,49.895
4.808416667,44.13572222
4.630694444,43.67763889
4.38911,47.63944
5.876388889,46.9375
4.806111111,43.95277778
6.183333333,48.69361111
0.86611,46.56472
8.628833333,42.32519444
4.535277778,43.94722222
2.358888889,43.21055556
7.748055556,48.58138889
2.294166667,48.85833333
4.032777778,49.25333333
2.398333333,47.08222222
1.416388889,43.61138889
0.722944444,45.18405556
4.83333,45.76722
3.298888889,48.55972222
-0.155277778,44.89472222
0.70278,47.39889
164.5663889,-20.41194444
3.473055556,44.22027778
0.1075,49.49278
-0.572222222,44.83888889
2.758888889,50.2825
55.48,-21.09944444
2.1425,43.92833333
3.546111111,50.4625
4.864444444,47.05805556
4.416111111,44.3875
3.946111111,49.0775
11.5,-0.5
-16.35719444,13.31616667
44.71639,41.84389
43.01139,42.91639
42.71639,42.26222
6.084444444,50.77444444
8.443055556,49.31666667
9.93889,49.79278
9.94389,52.15278
10.90013889,47.68127778
10.69167,53.86667
6.909777778,50.82502778
6.957222222,50.94111111
6.633333333,49.75
8.56858,49.65369
13.03333333,52.4
12.42083,51.8425
11.15,51.78333
8.81306,49.00083
10.34,51.82
10.88888889,49.89166667
6.85,49.24444
8.75389,49.91667
11.32949,50.97477
12.65278,51.86472
11.32861,50.9775
13.39861111,52.51972222
10.307,50.96677778
9.061305556,47.69872222
7.046111111,51.49138889
7.694166667,50.17361111
13.08527778,54.3025
8.807472222,53.07597222
12.09916667,49.02055556
13.45,52.44833333
9.811111111,51.98361111
11.57861111,49.94444444
9.393055556,51.31583333
9.41025,51.77827778
9.999444444,53.54555556
-0.49361,5.39103
-1.625833333,6.401111111
21.89694,37.43498
22.49617,38.48149
23.72618,37.97087
24.21667,40.26667
21.63333,39.71667
22.965,40.63833
23.11666667,37.66666667
28.22778,36.44722
22.36667,37.08056
21.66666667,37.65
25.26667,37.4
22.75,38.4
26.94333,37.69083
22.31833,40.47139
22.75,37.73333333
26.55,37.3
19.9275,39.62394139
24.28527778,41.01472222
-89.61666667,17.21666667
-90.66666667,14.56666667
-89.04025,15.27059
-72.24417,19.57361
12.45736,41.90216
-89.13333,14.85
-84.675,15.74444444
19.07067,47.48242
19.52917,47.99444
21.15678,47.59458
17.78444,47.55889
18.22778,46.07444
21.35,48.15
-21.03725,64.25380556
-20.60222222,63.30305556
77.24083333,28.65555556
77.25056,28.59333
77.18528,28.52583
73.91167,15.50222
75.81667,15.94833
79.92222,24.85222
76.47167,15.31444
75.7,20.55333
75.17917,20.02639
72.93583,18.96667
86.09472,19.8875
74.64611111,24.88333333
80.19167,12.61667
79.1325,10.78305556
78.03333333,27.18333333
78.04222,27.17417
77.66417,27.09444
79.66667,30.71667
93.41666667,26.66666667
91.03055556,26.725
77.50861111,27.15888889
88.89583333,21.945
77.73972,23.47944
72.10166667,23.85888889
77.58333333,22.92777778
76.93583,11.51028
72.83620278,18.94012222
84.99389,24.69528
73.53333333,22.48333333
75.825,26.92472222
77.24972222,8.529722222
77.58333333,31.83333333
85.44388889,25.13666667
88.37722222,27.76472222
110.20361,-7.60778
110.8166667,-7.4
105.3333333,-6.75
119.48944,-8.54333
110.49167,-7.75222
137.83333,-4.75
101.5,-2.5
115.4027778,-8.259166667
48.53333333,32.0833
52.89028,29.93444
51.67777778,32.65745
47.235,36.60388889
53.16729,30.19383
48.79667,36.43528
58.36666667,29.11683
47.43666667,34.38833333
45.47333333,38.97888889
48.83583333,32.01861111
48.29138889,38.24861111
46.29305556,38.08138889
53.16666667,30.16666667
51.68527778,32.66972222
55.169,37.25802778
51.42051111,35.68036667
55.37555556,30.16805556
48.25611111,32.18944444
61.32777778,30.59388889
58.83888889,30.21611111
58.65444444,34.29
43.82354306,34.34098944
42.71833,35.58806
43.25972,35.45889
44.00916667,36.19111111
47.65777778,31.56222222
-6.45,53.69167
-10.53861,51.77194
35.35275,31.3135
35.08388889,32.92833333
34.78333333,32.06666667
35.16083,30.54111
35.18222,32.59722
34.97164889,32.82939667
34.89555556,31.6
34.96527778,32.67
35.12694444,32.70222222
9.1705,45.46588889
10.29733333,45.95705556
11.25611,43.77306
11.30416667,43.85777778
12.33894444,45.43430556
10.39638889,43.72305556
16.27094444,41.08480556
14.32639,41.07333
11.04167,43.46806
16.61027778,40.66638889
11.54944444,45.54916667
11.33166667,43.31861111
14.26277778,40.85138889
9.53833,45.59333
11.61944444,44.83777778
17.23694,40.7825
12.19625,44.42041667
11.67861111,43.07694444
10.99388889,45.43861111
7.68572,45.07253
11.88066667,45.39911111
13.3675,45.76833333
9.72917,44.10694
10.92568,44.64624
12.63333,43.725
14.48333333,40.75
14.6,40.65
13.59333333,37.28972222
14.33417,37.36611
8.991388889,39.70583333
15.26666667,40.28333333
12.77197222,41.94416667
14.94558333,38.48786111
12.62244444,43.06616667
15.06891667,36.89319444
12.79625,41.96391667
11.55,43.06666667
9.169555556,45.97455556
12.10188889,42.00683333
15.29306,37.05944
8.931111111,44.41222222
12.16305556,46.61305556
10.79444444,45.15944444
13.43305556,46.09416667
7.963611111,44.60861111
14.99666667,37.75611111
13.35305556,38.11083333
-76.57111111,18.0775
135.7333333,34.61666667
134.7,34.83333333
130.5333333,30.33333333
140.13,40.47
135.7694444,34.98055556
136.8833333,36.4
132.45,34.38333333
132.3246389,34.29441667
135.8394444,34.67555556
139.6105556,36.7475
127.6827778,26.20861111
135.7763889,33.83694444
144.96583,43.94944
132.435,35.11277778
141.1077778,39.00111111
142.0997222,27.71833333
138.7275,35.36083333
138.8877778,36.25527778
131.4122222,34.43055556
35.21666667,31.78333333
35.44333,30.33056
36.58583,31.80194
35.92056,31.50167
35.43388889,29.63972222
35.55277778,31.83722222
69.18888889,50.43333333
68.27444444,43.29305556
75.535,43.80333333
37.31555556,-0.155
36.50366667,3.051305556
40.8525,-2.284444444
36.24,-0.4425
39.59611111,-3.931944444
39.67944444,-4.062777778
-172.8575,-3.649722222
72.78277778,40.53111111
102.13333,19.88889
105.8222222,14.84833333
24.11667,56.95417
35.92972,33.72583
36.20494,34.00707
35.6475,34.11917
35.19444,33.27194
36.04889,34.24333
14.29306,32.63833
12.485,32.80528
21.85833,32.825
10.33333,24.83333
9.5,30.13333333
25.29306,54.68667
24.83055556,54.88777778
6.13333,49.61
44.75,-18.66667
47.56278,-18.75917
49.7025,-14.45972222
34.88333,-14.03333
34.27916667,-14.29333333
116.5,6.25
114.91667,4.13333
100.3458333,5.421388889
100.9723278,5.067908333
-4.555,13.90639
-2.999444444,16.77333333
-3.41667,14.33333
-0.04456,16.2898
14.50739,35.87134
14.51444,35.90056
14.26947,36.04908
165.3805556,11.6
-16.10889,20.23472
-11.62361,20.92889
57.50316667,-20.15863889
57.32833333,-20.45194444
-87.79167,19.38333
-92.05,17.48333
-99.13278,19.41833
-98.84167,19.69167
-96.72167,17.06194
-98.20833,19.04722
-101.25556,21.01694
-88.6,20.66667
-114.22778,27.79222
-107.95556,30.37583
-101.19167,19.70444
-97.3775,20.47639
-102.55556,22.76667
-98.89778,18.93472
-112.91611,27.65556
-89.77027778,20.36166667
-100.3666667,20.58333333
-103.3397222,20.67388889
-95.65833333,18.60833333
-90.53722,19.84639
-99.275,18.81028
-89.73728333,18.05302778
-99.46411111,21.20438889
-99.19833333,19.41833333
-112.54583,27.62667
-103.7786111,20.86305556
-99.18805556,19.33222222
-100.7463889,20.91444444
-100.2416667,19.60638889
-102.3791667,22.60805556
-96.42111111,16.95083333
-113.9166667,32
-98.66256667,19.83527778
-110.9752778,18.78805556
158.3308333,6.839722222
102.8313889,47.55666667
88.39527778,49.33388889
109.0093278,48.76197778
19.0166,43.133
18.7,42.48333
-4.97778,34.06111
-7.98667,31.63139
-7.12889,31.04722
-9.76944,31.51667
-5.55833,33.88333
-5.55694,34.07389
-5.36667,35.57083
-8.50194,33.25667
-6.822777778,34.02416667
40.73583,-15.03417
95.81861111,22.47
14.37258333,-20.59558333
15.40777778,-24.88527778
86.91306,27.96528
85.30858,27.70395
84.33333,27.5
83.27611,27.46889
5.771666667,52.63861111
4.893055556,52.37444444
4.649444444,51.8825
-68.90222,12.10194
5.67889,52.84583
4.911111111,52.54888889
5.147222222,52.08527778
4.887777778,52.365
4.418333333,51.92333333
175.5622222,-39.29083333
167.3196111,-45.03602778
166.1044444,-50.75
-86.61028,12.39722
-86.87805556,12.435
9,18
2.35,12.35
7.991388889,16.97361111
13.57194,10.74056
4.55222,7.75556
11.38555556,62.57388889
7.33333,61.3
5.32306,60.39722
23.18333,69.95
11.75,65.61667
7.16667,62.11667
8.593611111,59.87861111
57.30111,22.96417
56.745,23.26986
53.64759,18.25333
57.53605556,22.99888889
68.13888889,27.32916667
72.8875,33.77916667
71.94583333,34.32083333
67.9,24.76666667
74.30972222,31.59027778
73.58888889,32.9625
134.3525,7.246925
35.2075,31.70435278
35.13055556,31.71972222
-79.65583333,9.553888889
-77.54722222,7.736111111
-79.54055556,8.951111111
-81.766,7.433
144.3317222,-5.783711111
-55.7,-27.13333
-71.98333,-13.52222
-72.58333333,-13.11666667
-77.1784535,-9.592772544
-77.4,-9.33333
-79.08333,-8.1
-71.75,-12.25
-77.04306,-12.05139
-77.25,-7.75
-75.14861,-14.72583
-71.53333333,-16.4
-77.52138889,-10.89166667
120.3875,17.575
118.9166667,10.16666667
119.8675,8.953333333
120.97,14.59
121.13667,16.93389
126.1734306,6.717169444
19.93722222,50.06138889
21.01167,52.26639
19.175,50.03888889
20.06388889,49.97916667
23.26667,50.71667
18.61944,53.01
19.03333333,54.04166667
19.66666667,49.86666667
21.23333333,49.75
16.19594444,51.05427778
17.07701389,51.10694722
-27.22,38.655
-9.21583,38.69194
-8.82694,39.65778
-8.4175,39.60472
-7.90778,38.57306
-8.97667,39.55
-9.41667,38.78333
-8.616666667,41.14166667
-17,32.76666667
-8.292803,41.443731
-7.798888889,41.10166667
-28.54116667,38.51344444
-7.163322222,38.88061944
-8.425775,40.20781111
51.02972222,25.97805556
129.35,35.78333333
128.1,35.8
126.98333,37.55
126.9833333,37.55
127.00833,37.27222
129.22667,35.78889
126.92917,34.96667
126.7202778,33.46888889
128.4527778,37.19722222
128.5166667,36.53916667
127.1811111,37.47888889
127.1272222,36.46194444
29.5,45.08333
24.77305556,46.13583333
24.01666667,45.18333333
25.71277778,47.77833333
24.79222222,46.21777778
24.05583333,47.82083333
23.31194444,45.62305556
30.31833,59.95
35.2275,62.07138889
37.62972,55.74583
31.28333,58.53333
35.66666667,65.08333333
40.41666667,56.15
37.67389,55.65556
38.1312,56.31035
58.9525,63.62583333
107.6625,53.17361111
158.5,56.33333333
136.1666667,45.33333333
86,50.46666667
40,44
49.095,55.79111111
49.05638889,54.97888889
38.56666667,59.95
-179.7152778,71.18888889
48.29719444,42.05297222
37.55508333,55.72611111
39.87611,57.65278
94.15805556,69.04694444
127,60.66666667
-62.83722,17.34694
-61.07036111,13.80708333
12.45194444,43.93277778
37.955,26.78361111
46.57246667,24.73413333
39.1875,21.48388889
40.91305556,28.01055556
-16.16667,16.5
-17.40083,14.66722
-12.71667,13.06667
-16.50444,16.02778
-16.49861111,13.83527778
-12.84583333,12.59333333
20.42278,43.11889
20.53667,43.48611
20.26555556,42.66111111
22.18611111,43.89930556
46.41666667,-9.416666667
55.7375,-4.32917
103.8161111,1.315277778
18.9,48.46111
20.7675,48.99944444
19.27833333,49.03916667
21.27917,49.29333
19.55833333,49.33611111
14,45.66667
160.33333,-11.68333
32.55,-27.83889
29.17694,-24.15861
18.36666667,-33.8
18.475,-34.36111111
29.23889,-22.1925
27.26,-26.86
17.20388889,-28.6
-4.116166667,43.38252778
-4.11675,40.94847222
-5.84303,43.36262
-4.779722222,37.87919444
-3.59444,37.17667
-3.704813889,42.34052778
-4.126416667,40.58175
2.152972,41.41338
-8.54468,42.88076
-4.70012,40.65645
-1.10722,40.34389
-4.029416667,39.86688889
-17.23722222,28.12625
-5.6645,40.96525
-5.99155,37.38384
-6.37,39.47444
1.435194444,38.91113889
1.0825,41.38083
-3.37122,38.01131
-6.33778,38.91611
-5.3275,39.45285
-6.414722222,43.335
-6.358861,36.9477
-2.13174,40.07662
-0.378444444,39.47441667
-6.77075,42.46939
2.175,41.38778
-2.86496,42.32586
-1.03331,39.78995
1.259305556,41.11472222
-3.368055556,40.48138889
-16.31177778,28.47788889
-0.716666667,38.26666667
-7.55333,43.01111
0.803611111,42.50472222
-3.547222222,42.37138889
-3.60934,40.03645
-3.016833333,43.323175
-16.64361111,28.27138889
-8.406388889,43.38583333
2.694722222,39.73083333
-4.544444444,37.025
80.38333333,8.333333333
81.00055556,7.915833333
80.75,7.95
80.5,6.416666667
80.64027778,7.293611111
80.21861111,6.021388889
80.64916667,7.856666667
80.8021,7.45245
37.44305556,19.73611111
31.81666667,18.53333333
33.71666667,16.93333333
-55.15,5.82611
-56.5,4
17.54264,59.33514
16.00833,59.96667
11.34111,58.70111
18.09944,59.27556
17.88333,59.32306
18.29583,57.64167
22.02861,65.64611
17.58333,67.33333
15.58333,56.16667
16.48333,56.325
15.63083,60.60472
12.38333333,57.1
16.19583333,61.70722222
7.45028,46.94806
9.37778,47.42333
10.44765,46.62945
9.02242,46.19314
8.033333333,46.5
9.25,46.91666667
6.746111111,46.49194444
6.832777778,47.10388889
36.30639,33.51139
37.16667,36.23333
36.48167,32.51806
38.26667,34.55417
36.26305556,34.78166667
36.84416667,36.33416667
67.46027778,39.50777778
72.30527778,38.765
99.78972,17.00722
103.35833,17.54861
100.56056,14.34778
102.05,14.33
98.91667,15.33333
20.81333,41.11806
1.133333333,10.06666667
9.67472,37.16361
10.16667,36.81667
10.32333,36.85278
10.70694,35.29639
11.09917,36.94639
10.63861,35.82778
10.10389,35.68167
9.22028,36.42361
28.97993,41.00847
34.85,38.66667
38.121826,39.371271
34.62056,40.01389
38.76369,38.03661
29.32028,36.335
29.12333,37.92389
32.68972,41.26
26.239,39.95644
27.35944444,37.92916667
26.55944444,41.67777778
32.82805556,37.66666667
29.06233611,40.18473056
27.18,39.12583333
40.23930833,37.9031
43.56666667,40.5
62.1775,37.70083
59.08494,42.18318
58.19861111,37.99972222
29.66138889,-1.080555556
29.92416667,0.223611111
32.55138889,0.348611111
30.51686,50.45258
24.03198,49.84163
25.92472222,48.29666667
33.49138889,44.61083333
55.80638889,24.06777778
-6.485277778,55.25
-1.576111111,54.77472222
-2.472777778,52.62638889
-1.573055556,54.11611111
-1.825277778,51.17888889
-4.276944444,53.13972222
-8.576666667,57.81722222
-1.361388889,51.84194444
-0.128611111,51.49972222
-2.358611111,51.38138889
-3.783055556,55.66333333
-128.3333333,-24.36666667
-0.076111111,51.50805556
1.083333333,51.28
-3.188666667,58.99605556
-3.216666667,55.95
-9.928611111,-40.32472222
0,51.47777778
-64.67777778,32.37944444
-3.088055556,51.77638889
-1.788333333,53.83916667
-2.989888889,50.70555556
-1.488055556,53.02888889
-0.294027778,51.48194444
-2.994444444,53.40666667
-5.383611111,50.13611111
-3.087777778,52.97027778
-3.388888889,56.00111111
-5.342061111,36.12266944
35.54083,-3.18722
39.52278,-8.95778
34.56667,-2.33333
39.18917,-6.16306
37.4,-9
37.36667,-3.06667
35.83388889,-4.724444444
-108.4855556,37.26166667
-110.82778,44.46056
-112.0905556,36.10083333
-80.99638889,25.55444444
-75.15,39.94861111
-123.9980556,41.37388889
-86.10305556,37.18722222
-123.4488889,47.74833333
-90.06138889,38.65861111
-83.43555556,35.59305556
-66.125,18.46666667
-74.04472222,40.68944444
-119.5966667,37.74611111
-107.9708333,36.06377778
-155.1236111,19.40083333
-78.50388889,38.03277778
-105.54167,36.43889
-104.3833333,32.16666667
-170.14582,25.34907
-91.40638889,32.63694444
-98.46,29.32805556
-57.85333333,-34.46777778
-58.33166667,-33.11777778
60.36389,41.37833
64.42861,39.77472
67,39.66861
66.83333,39.05
168.1777194,-17.62806944
-69.68333333,11.4
-61.5,5.33333
-66.89068,10.49073
107.1,20.9
107.57778,16.46944
108.3333333,15.88333333
108.5666667,15.51666667
106.15125,17.53722222
105.8372222,21.03944444
105.6047222,20.07805556
105.8963889,20.25666667
48.62667,15.92694
44.20805556,15.35555556
43.33,14.19806
53.83333333,12.5
29.40805556,-15.81944444
28.5,-20.5
30.93333333,-20.28333333
28.37666667,-20.15833333
6.829336111,46.46841389
-69.59166667,-18.25
-54.26583333,-28.54333333
8.2075,47.27833333
16.72272222,47.71927778
26.33777778,59.05777778
23.98111111,52.7275
3.23139,50.17444
17.92405278,43.09221389
16.55416667,2.609444444
-140.9919722,61.19758333
-113.9041667,48.99605556
108.8572222,34.30444444
-82.93880556,9.407083333
-8.39097,7.60318
8.556111111,53.52861111
21.3,63.3
-0.0005,42.68542
-15.5225,13.69111111
14.72644444,51.57930556
22.53611111,49.08611111
-2.601,54.99261111
12.49230556,41.89022222
20.48687,48.47573
8.913888889,45.88888889
9.846388889,46.49833333
68.67888889,43.71833333
29.12305556,-29.76527778
20.96239,55.27458
92.71972222,50.275
21.03222222,49.53388889
-6.661111111,40.6975
-4.838888889,38.77527778
25.85539,-17.92453
